Date,Open,High,Low,Close,Volume
2012-01-23,12.69,12.84,12.55,12.66,49388566
2012-01-24,12.56,12.86,12.46,12.82,45768308
2012-01-25,12.80,12.98,12.70,12.93,54021553
2012-01-26,13.03,13.05,12.66,12.79,75470624
2012-01-27,11.96,12.53,11.79,12.21,142155259
2012-01-30,12.06,12.44,12.00,12.29,57752526
2012-01-31,12.47,12.51,12.20,12.42,46425332
2012-02-01,12.73,12.75,12.29,12.33,71668979
2012-02-02,12.40,12.43,12.20,12.26,48347559
2012-02-03,12.47,12.84,12.39,12.79,78851121
2012-02-06,12.85,13.00,12.71,12.96,46363233
2012-02-07,12.93,12.97,12.83,12.88,39413408
2012-02-08,12.91,12.96,12.80,12.84,35352410
2012-02-09,12.89,12.90,12.67,12.69,52290479
2012-02-10,12.52,12.66,12.37,12.44,52507996
2012-02-13,12.74,12.74,12.51,12.54,34474395
2012-02-14,12.46,12.58,12.34,12.48,39641904
2012-02-15,12.47,12.57,12.33,12.38,38174730
2012-02-16,12.38,12.77,12.38,12.74,49166921
2012-02-17,12.84,12.88,12.71,12.75,30777978
2012-02-21,12.74,12.76,12.46,12.53,38436319
2012-02-22,12.49,12.51,12.22,12.28,43325932
2012-02-23,12.27,12.44,12.16,12.4,36747504
2012-02-24,12.43,12.46,12.19,12.23,31399272
2012-02-27,12.11,12.36,11.99,12.3,38703322
2012-02-28,12.34,12.35,12.20,12.25,30789403
2012-02-29,12.28,12.55,12.25,12.38,62093651
2012-03-01,12.48,12.77,12.45,12.66,68263200
2012-03-02,12.74,12.94,12.68,12.72,49064351
2012-03-05,12.67,12.68,12.41,12.46,28438485
2012-03-06,12.23,12.25,12.00,12.09,57374495
2012-03-07,12.21,12.30,12.15,12.24,28440851
2012-03-08,12.41,12.55,12.32,12.46,37130354
2012-03-09,12.53,12.73,12.48,12.58,36162779
2012-03-12,12.57,12.59,12.37,12.43,30275688
2012-03-13,12.48,12.72,12.40,12.7,42783564
2012-03-14,12.64,12.90,12.63,12.88,47578407
2012-03-15,12.90,13.04,12.83,12.9,55316864
2012-03-16,12.86,12.90,12.51,12.51,77123724
2012-03-19,12.52,12.68,12.48,12.63,52445624
2012-03-20,12.48,12.61,12.39,12.54,40217366
2012-03-21,12.59,12.67,12.54,12.57,27528439
2012-03-22,12.48,12.54,12.24,12.32,50125146
2012-03-23,12.31,12.37,12.18,12.32,44759245
2012-03-26,12.45,12.50,12.39,12.48,26756784
2012-03-27,12.51,12.61,12.30,12.32,35070612
2012-03-28,12.35,12.36,12.18,12.32,41051696
2012-03-29,12.33,12.52,12.24,12.5,51039792
2012-03-30,12.55,12.58,12.40,12.48,36391766
2012-04-02,12.50,12.65,12.44,12.62,43966846
2012-04-03,12.71,12.95,12.46,12.64,97034507
2012-04-04,12.46,12.52,12.32,12.5,51507181
2012-04-05,12.38,12.58,12.38,12.47,37939405
2012-04-09,12.26,12.29,12.11,12.22,42515285
2012-04-10,12.19,12.28,11.65,11.79,77373157
2012-04-11,11.99,12.02,11.88,11.91,34757940
2012-04-12,11.94,12.13,11.86,12.07,26988802
2012-04-13,11.98,12.03,11.84,11.92,39707255
2012-04-16,12.01,12.05,11.83,11.88,31903489
2012-04-17,11.98,12.00,11.88,11.91,35994575
2012-04-18,11.81,11.85,11.72,11.79,32328832
2012-04-19,11.81,11.88,11.58,11.66,48172028
2012-04-20,11.71,11.72,11.39,11.41,52630916
2012-04-23,11.15,11.40,11.15,11.35,31311920
2012-04-24,11.61,11.61,11.36,11.39,38656280
2012-04-25,11.51,11.75,11.43,11.73,45185958
2012-04-26,11.71,11.93,11.67,11.87,40894070
2012-04-27,12.03,12.04,11.52,11.6,76455981
2012-04-30,11.42,11.57,11.15,11.28,46156263
2012-05-01,11.25,11.34,11.11,11.23,44020268
2012-05-02,11.16,11.17,11.00,11.1,48572883
2012-05-03,11.13,11.15,10.85,10.92,40243341
2012-05-04,10.84,10.87,10.63,10.67,53268320
2012-05-07,10.53,10.79,10.52,10.66,33246708
2012-05-08,10.60,10.64,10.40,10.61,46195523
2012-05-09,10.48,10.81,10.41,10.69,54512461
2012-05-10,10.83,10.86,10.66,10.71,42526056
2012-05-11,10.61,10.83,10.56,10.58,36568171
2012-05-14,10.41,10.52,10.30,10.32,50225126
2012-05-15,10.34,10.34,10.10,10.15,41923652
2012-05-16,10.23,10.43,10.15,10.16,44321448
2012-05-17,10.16,10.25,10.01,10.01,49660696
2012-05-18,10.08,10.18,9.96,10.01,50571952
2012-05-21,10.02,10.23,10.00,10.2,38137132
2012-05-22,10.25,10.40,10.15,10.19,44295612
2012-05-23,10.32,10.45,10.22,10.41,75648861
2012-05-24,10.50,10.62,10.38,10.59,45334026
2012-05-25,10.61,10.68,10.51,10.6,30441198
2012-05-29,10.69,10.88,10.68,10.84,43785520
2012-05-30,10.73,10.75,10.52,10.66,44601645
2012-05-31,10.62,10.68,10.40,10.56,54328730
2012-06-01,10.33,10.46,10.06,10.12,68237494
2012-06-04,10.15,10.18,9.91,10.04,57311499
2012-06-05,10.01,10.24,9.97,10.19,38326250
2012-06-06,10.29,10.58,10.27,10.57,50461111
2012-06-07,10.73,10.78,10.52,10.55,33846133
2012-06-08,10.48,10.68,10.38,10.66,30816637
2012-06-11,10.77,10.80,10.45,10.45,35811381
2012-06-12,10.47,10.55,10.31,10.5,35145470
2012-06-13,10.39,10.48,10.22,10.3,41384185
2012-06-14,10.27,10.45,10.21,10.41,37539824
2012-06-15,10.40,10.42,10.26,10.35,39461393
2012-06-18,10.35,10.40,10.26,10.34,27379767
2012-06-19,10.37,10.64,10.35,10.56,37162157
2012-06-20,10.58,10.74,10.52,10.65,40811691
2012-06-21,10.65,10.68,10.25,10.27,40062708
2012-06-22,10.35,10.40,10.18,10.19,56547095
2012-06-25,10.13,10.18,9.95,10.01,44299189
2012-06-26,10.06,10.08,9.96,10.01,31895220
2012-06-27,10.05,10.10,9.97,10.02,33283364
2012-06-28,9.93,10.09,9.93,10.09,38649023
2012-06-29,9.95,9.98,9.46,9.59,138158551
2012-07-02,9.50,9.60,9.30,9.39,63406824
2012-07-03,9.53,9.79,9.49,9.6,49629310
2012-07-05,9.67,9.74,9.53,9.57,31783831
2012-07-06,9.47,9.52,9.40,9.5,30362984
2012-07-09,9.46,9.47,9.31,9.45,37441545
2012-07-10,9.50,9.55,9.28,9.35,33523039
2012-07-11,9.33,9.38,9.26,9.33,32034530
2012-07-12,9.26,9.28,9.12,9.13,55110953
2012-07-13,9.16,9.32,9.14,9.27,30249564
2012-07-16,9.22,9.32,9.15,9.26,28840549
2012-07-17,9.28,9.35,9.12,9.34,29516932
2012-07-18,9.38,9.52,9.34,9.38,31009999
2012-07-19,9.45,9.50,9.33,9.35,33614947
2012-07-20,9.28,9.35,9.18,9.21,27973115
2012-07-23,9.08,9.20,9.05,9.17,33779842
2012-07-24,9.17,9.24,8.95,9.06,53519167
2012-07-25,9.17,9.20,8.91,8.97,44341631
2012-07-26,9.05,9.11,8.83,8.96,51818632
2012-07-27,8.99,9.10,8.88,9.0,67989295
2012-07-30,9.04,9.18,9.01,9.1,40966926
2012-07-31,9.13,9.28,9.12,9.24,41384782
2012-08-01,-,-,-,9.24,0
2012-08-02,8.99,9.03,8.82,8.92,45326500
2012-08-03,9.02,9.15,8.96,9.09,38635840
2012-08-06,9.13,9.21,9.09,9.15,23819990
2012-08-07,9.18,9.39,9.18,9.31,43581124
2012-08-08,9.25,9.38,9.24,9.35,22637631
2012-08-09,9.31,9.46,9.30,9.34,30911270
2012-08-10,9.30,9.36,9.23,9.35,19620099
2012-08-13,9.35,9.42,9.25,9.4,21129483
2012-08-14,9.45,9.66,9.42,9.44,47635316
2012-08-15,9.44,9.54,9.41,9.49,21308243
2012-08-16,9.50,9.67,9.49,9.59,34329274
2012-08-17,9.66,9.78,9.60,9.63,34533815
2012-08-20,9.58,9.64,9.51,9.63,38923772
2012-08-21,9.65,9.70,9.52,9.53,26296175
2012-08-22,9.50,9.56,9.40,9.49,26969915
2012-08-23,9.45,9.54,9.42,9.45,23537661
2012-08-24,9.42,9.52,9.41,9.49,19578823
2012-08-27,9.51,9.52,9.38,9.39,22755278
2012-08-28,9.37,9.44,9.31,9.34,23084461
2012-08-29,9.33,9.40,9.29,9.32,26119553
2012-08-30,9.30,9.34,9.25,9.31,16466623
2012-08-31,9.39,9.43,9.31,9.34,28029580
2012-09-04,9.42,9.47,9.35,9.41,37964956
2012-09-05,9.45,9.62,9.39,9.57,40616164
2012-09-06,9.66,9.96,9.66,9.92,68002262
2012-09-07,9.95,10.23,9.93,10.14,60622137
2012-09-10,10.08,10.28,10.06,10.11,43381269
2012-09-11,10.18,10.25,10.13,10.15,28165249
2012-09-12,10.25,10.30,10.17,10.21,28046501
2012-09-13,10.20,10.38,10.12,10.34,50923252
2012-09-14,10.41,10.57,10.39,10.53,55946745
2012-09-17,10.27,10.42,10.26,10.39,31929468
2012-09-18,10.30,10.45,10.28,10.42,34945184
2012-09-19,10.49,10.66,10.45,10.59,42408207
2012-09-20,10.48,10.52,10.35,10.44,28756899
2012-09-21,10.53,10.54,10.36,10.4,35467037
2012-09-24,10.30,10.40,10.26,10.32,28558250
2012-09-25,10.35,10.37,10.06,10.09,36868848
2012-09-26,9.98,10.12,9.86,10.01,44365526
2012-09-27,10.13,10.18,10.02,10.02,25740901
2012-09-28,9.99,10.00,9.81,9.86,44594154
2012-10-01,9.89,10.08,9.88,9.93,33446686
2012-10-02,10.01,10.05,9.71,9.79,63638421
2012-10-03,9.82,10.02,9.76,9.94,51024134
2012-10-04,10.06,10.15,9.96,10.11,46858290
2012-10-05,10.17,10.28,10.13,10.16,40696229
2012-10-08,10.06,10.12,9.99,10.05,25476621
2012-10-09,10.21,10.25,10.02,10.1,38244868
2012-10-10,10.12,10.12,9.95,9.98,33959223
2012-10-11,10.06,10.26,10.05,10.14,39328678
2012-10-12,10.14,10.25,10.09,10.12,24113287
2012-10-15,10.11,10.25,10.09,10.22,26466464
2012-10-16,10.26,10.32,10.22,10.3,32788360
2012-10-17,10.31,10.41,10.26,10.41,29346232
2012-10-18,10.36,10.57,10.33,10.43,44044130
2012-10-19,10.42,10.43,10.13,10.18,40496019
2012-10-22,10.14,10.24,10.03,10.17,39149657
2012-10-23,10.02,10.11,9.97,10.0,32484180
2012-10-24,10.08,10.29,10.01,10.17,49341441
2012-10-25,10.42,10.49,10.28,10.39,59298137
2012-10-26,10.35,10.42,10.22,10.36,43489899
2012-10-31,10.70,11.17,10.60,11.16,137970789
2012-11-01,11.19,11.30,10.88,11.25,88770053
2012-11-02,11.31,11.38,11.15,11.17,53408605
2012-11-05,11.15,11.35,11.13,11.25,38004091
2012-11-06,11.33,11.59,11.26,11.42,51232169
2012-11-07,11.25,11.34,11.04,11.06,56679828
2012-11-08,11.07,11.23,10.89,10.9,45949474
2012-11-09,10.76,11.10,10.71,10.93,40705668
2012-11-12,11.03,11.16,10.96,10.97,25723034
2012-11-13,10.89,11.10,10.86,11.0,33348310
2012-11-14,11.02,11.05,10.62,10.67,45664660
2012-11-15,10.57,10.80,10.46,10.57,48895302
2012-11-16,10.58,10.64,10.38,10.5,45346501
2012-11-19,10.65,10.90,10.65,10.83,39359184
2012-11-20,10.85,11.02,10.76,10.85,34745028
2012-11-21,10.84,11.00,10.80,10.92,21184553
2012-11-23,10.98,11.10,10.96,11.1,16032160
2012-11-26,11.05,11.14,10.97,11.1,26831692
2012-11-27,11.10,11.27,11.10,11.1,37615831
2012-11-28,11.05,11.26,10.98,11.25,38496829
2012-11-29,11.32,11.53,11.32,11.53,57289231
2012-11-30,11.52,11.60,11.33,11.45,41336004
2012-12-03,11.56,11.70,11.40,11.41,47748982
2012-12-04,11.40,11.44,11.23,11.31,37766966
2012-12-05,11.32,11.40,11.18,11.31,33156540
2012-12-06,11.26,11.31,11.19,11.24,31068892
2012-12-07,11.27,11.50,11.26,11.48,38411368
2012-12-10,11.41,11.53,11.41,11.47,26028557
2012-12-11,11.51,11.58,11.40,11.49,36329407
2012-12-12,11.52,11.56,11.43,11.47,31104469
2012-12-13,11.46,11.50,11.21,11.27,35445838
2012-12-14,11.27,11.27,11.03,11.1,36936323
2012-12-17,11.16,11.41,11.14,11.39,46998706
2012-12-18,11.48,11.68,11.40,11.67,61814946
2012-12-19,11.79,11.85,11.62,11.73,54886619
2012-12-20,11.74,11.80,11.58,11.77,47756287
2012-12-21,11.55,11.86,11.47,11.86,94519480
2012-12-24,11.67,12.40,11.67,12.4,91734838
2012-12-26,12.31,12.79,12.31,12.79,140331857
2012-12-27,12.79,12.81,12.36,12.76,108315027
2012-12-28,12.54,12.88,12.52,12.87,95668559
2012-12-31,12.88,13.08,12.76,12.95,106936306
2013-01-02,13.23,13.28,13.00,13.2,75274979
2013-01-03,13.24,13.70,13.05,13.46,121284681
2013-01-04,13.51,13.61,13.35,13.57,54674987
2013-01-07,13.52,13.58,13.35,13.43,43482370
2013-01-08,13.38,13.43,13.20,13.35,46336615
2013-01-09,13.40,13.60,13.39,13.47,36980742
2013-01-10,13.78,13.94,13.68,13.83,84885422
2013-01-11,14.00,14.07,13.90,14.0,67646787
2013-01-14,14.04,14.08,13.86,13.99,46224784
2013-01-15,13.91,14.30,13.89,14.3,55424950
2013-01-16,14.16,14.25,14.01,14.22,51453381
2013-01-17,14.27,14.30,14.07,14.22,44299777
2013-01-18,14.10,14.13,13.97,14.11,45726597
2013-01-22,14.06,14.19,14.00,14.17,35475103
2013-01-23,14.00,14.02,13.79,13.88,58122134
2013-01-24,13.82,13.98,13.81,13.87,42536100
2013-01-25,13.83,13.84,13.64,13.68,53405308
